relative_path,size_bytes,size_mb,extension,top_level_folder,modified_time,likely_category,tracked_by_git,notes
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/centered_dataset_A_preview.csv,23561,0.0225,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/centering_summary.json,260,0.0002,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/raw_dataset_A_preview.csv,22608,0.0216,.csv,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/_pca_B_projected_components.npy,640,0.0006,.npy,Layer3_JcvPCA,2026-06-27 01:19:06,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pc_focus_selection.json,269,0.0003,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_B_projected_metadata.json,2147,0.002,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_A_stability_summary.json,1701,0.0016,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/step_status.json,20651,0.0197,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_A_cumulative_variance.csv,1077,0.001,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/axis_level_jrw_A_B.csv,53962,0.0515,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_B_stability_report.csv,873,0.0008,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_stability_combined_summary.json,555,0.0005,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/centering_values_A.csv,4854,0.0046,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_B_projected_loadings.csv,1563,0.0015,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_B_singular_values.csv,1055,0.001,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_A_explained_variance.csv,1195,0.0011,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/centering_values_B.csv,4907,0.0047,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_B_stability_summary.json,1152,0.0011,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_A_singular_values.csv,1066,0.001,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/raw_feature_stats_A.csv,6681,0.0064,.csv,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/link_level_jrw_rss.csv,10037,0.0096,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/_B_projected_scores.npy,238400,0.2274,.npy,Layer3_JcvPCA,2026-06-27 01:19:06,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/B_projected_metadata.json,301,0.0003,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/pca_A_split_half_similarity.csv,210,0.0002,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/raw_feature_stats_B.csv,6659,0.0064,.csv,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/loaded_dimensions.json,1485,0.0014,.json,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/_A_pca_scores.npy,253760,0.242,.npy,Layer3_JcvPCA,2026-06-27 01:19:06,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/_B_abs_loadings.npy,3200,0.0031,.npy,Layer3_JcvPCA,2026-06-27 01:19:06,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/weighting_metadata.json,43,0.0,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/run_manifest.json,22170,0.0211,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/plots/pca_A_cumulative_variance.png,29240,0.0279,.png,Layer3_JcvPCA,2026-06-27 01:19:06,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/plots/pca_A_scree_plot.png,20945,0.02,.png,Layer3_JcvPCA,2026-06-27 01:19:06,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/plots/pc_score_heatmap_A_B.png,17843,0.017,.png,Layer3_JcvPCA,2026-06-27 01:19:06,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/plots/pc_scores_A_vs_projected_B.png,66885,0.0638,.png,Layer3_JcvPCA,2026-06-27 01:19:06,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run/plots/pca_A_loadings_heatmap.png,78812,0.0752,.png,Layer3_JcvPCA,2026-06-27 01:19:06,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/raw_dataset_B_preview.csv,22454,0.0214,.csv,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/link_level_jcvpca_unweighted.csv,3800,0.0036,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_parameters.json,248,0.0002,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/_loaded_dataset_A.parquet,1889161,1.8016,.parquet,Layer3_JcvPCA,2026-06-27 01:19:05,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/centered_dataset_B_preview.csv,23269,0.0222,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_feature_names.csv,1066,0.001,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/axis_jcvpca_metadata.json,181,0.0002,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_B_near_zero_variance_features.csv,191,0.0002,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/B_projected_preview.csv,3167,0.003,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/_B_reexpressed_loadings.npy,3200,0.0031,.npy,Layer3_JcvPCA,2026-06-27 01:19:07,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_loadings.csv,32303,0.0308,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/_A_abs_loadings.npy,3200,0.0031,.npy,Layer3_JcvPCA,2026-06-27 01:19:07,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/centered_validation_report.csv,635,0.0006,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_stability_acknowledgment.json,124,0.0001,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/A_vs_B_reexpressed_loadings_preview.csv,23790,0.0227,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/reexpress_metadata.json,154,0.0001,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/_loaded_dataset_B.parquet,1777008,1.6947,.parquet,Layer3_JcvPCA,2026-06-27 01:19:05,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/B_reexpressed_loadings.csv,39953,0.0381,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_B_projected_explained_variance.csv,203,0.0002,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pc_focus_table.csv,521,0.0005,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_stability_report.csv,1560,0.0015,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_model_metadata.json,12510,0.0119,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_B_split_half_similarity.csv,210,0.0002,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_selected_m.json,282,0.0003,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_near_zero_variance_features.csv,191,0.0002,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/link_rss_metadata.json,121,0.0001,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/axis_level_jcvpca_unweighted.csv,20396,0.0195,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/centered_dataset_A_preview.csv,23561,0.0225,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/centering_summary.json,260,0.0002,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/raw_dataset_A_preview.csv,22608,0.0216,.csv,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/_pca_B_projected_components.npy,640,0.0006,.npy,Layer3_JcvPCA,2026-06-27 01:19:07,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pc_focus_selection.json,236,0.0002,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_B_projected_metadata.json,2147,0.002,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_stability_summary.json,1701,0.0016,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/step_status.json,20651,0.0197,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_cumulative_variance.csv,1077,0.001,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/axis_level_jrw_A_B.csv,20368,0.0194,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_B_stability_report.csv,873,0.0008,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_stability_combined_summary.json,555,0.0005,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/centering_values_A.csv,4854,0.0046,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_B_projected_loadings.csv,1563,0.0015,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_B_singular_values.csv,1055,0.001,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_explained_variance.csv,1195,0.0011,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/centering_values_B.csv,4907,0.0047,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_B_stability_summary.json,1152,0.0011,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_singular_values.csv,1066,0.001,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/raw_feature_stats_A.csv,6681,0.0064,.csv,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/link_level_jrw_rss.csv,3800,0.0036,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/_B_projected_scores.npy,238400,0.2274,.npy,Layer3_JcvPCA,2026-06-27 01:19:07,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/B_projected_metadata.json,301,0.0003,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/pca_A_split_half_similarity.csv,210,0.0002,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/raw_feature_stats_B.csv,6659,0.0064,.csv,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/loaded_dimensions.json,1485,0.0014,.json,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/_A_pca_scores.npy,253760,0.242,.npy,Layer3_JcvPCA,2026-06-27 01:19:07,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/_B_abs_loadings.npy,3200,0.0031,.npy,Layer3_JcvPCA,2026-06-27 01:19:07,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/weighting_metadata.json,43,0.0,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/run_manifest.json,22170,0.0211,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/plots/pca_A_cumulative_variance.png,29240,0.0279,.png,Layer3_JcvPCA,2026-06-27 01:19:06,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/plots/pca_A_scree_plot.png,20945,0.02,.png,Layer3_JcvPCA,2026-06-27 01:19:06,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/plots/pc_score_heatmap_A_B.png,17843,0.017,.png,Layer3_JcvPCA,2026-06-27 01:19:07,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/plots/pc_scores_A_vs_projected_B.png,66885,0.0638,.png,Layer3_JcvPCA,2026-06-27 01:19:07,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_null_space_after_p60/plots/pca_A_loadings_heatmap.png,78812,0.0752,.png,Layer3_JcvPCA,2026-06-27 01:19:06,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/raw_dataset_B_preview.csv,22454,0.0214,.csv,Layer3_JcvPCA,2026-06-27 01:19:05,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/link_level_jcvpca_unweighted.csv,6282,0.006,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/pca_A_parameters.json,248,0.0002,.json,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/_loaded_dataset_A.parquet,1889161,1.8016,.parquet,Layer3_JcvPCA,2026-06-27 01:19:05,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/centered_dataset_B_preview.csv,23269,0.0222,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/pca_A_feature_names.csv,1066,0.001,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/axis_jcvpca_metadata.json,195,0.0002,.json,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/pca_B_near_zero_variance_features.csv,191,0.0002,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/B_projected_preview.csv,3167,0.003,.csv,Layer3_JcvPCA,2026-06-27 01:19:07,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/_B_reexpressed_loadings.npy,3200,0.0031,.npy,Layer3_JcvPCA,2026-06-27 01:19:07,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/pca_A_loadings.csv,32303,0.0308,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/_A_abs_loadings.npy,3200,0.0031,.npy,Layer3_JcvPCA,2026-06-27 01:19:07,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/252_B_DR_T2R1_vs_T3R1/run_functional_p60/centered_validation_report.csv,635,0.0006,.csv,Layer3_JcvPCA,2026-06-27 01:19:06,generated_output,no,
